round,accuracy,elapsed_time,round_time
1,0.9975,43.229098320007324,8.698579104617238
2,0.993125,84.94172835350037,8.288969300687313
3,0.995,127.94916772842407,8.66573172621429
4,0.9925,170.4322748184204,8.76087112724781
5,0.991875,212.20114994049072,8.594694294035435
6,0.988125,254.76629257202148,8.564139636233449
7,0.99,297.0114834308624,8.753911940380931
8,0.99375,338.88711524009705,8.485988246276975
9,0.989375,381.6907649040222,8.77808934636414
10,0.991875,424.5734238624573,8.831033730879426
11,0.990625,466.2176253795624,8.368295229971409
12,0.988125,508.3273935317993,8.462599869817495
13,0.994375,549.9199335575104,8.457802314311266
14,0.9925,591.6045298576355,8.422483284026384
15,0.99375,634.0850954055786,8.837426874786615
16,0.994375,675.7341320514679,8.456891750916839
17,0.995625,717.2218098640442,8.27769386768341
18,0.994375,759.2281837463379,8.848858293145895
19,0.994375,800.360552072525,8.275071663782
20,0.9925,842.1649713516235,8.788099564611912
21,0.9925,883.7928340435028,8.464493470266461
22,0.993125,925.6205956935883,8.345499563962221
23,0.998125,967.1238298416138,8.712989944964647
24,0.991875,1009.0227611064911,8.332963958382607
25,0.995,1050.421391248703,8.274647809565067
26,0.996875,1092.1265556812286,8.400863787159324
27,0.993125,1133.339347600937,8.32634343393147
28,0.99625,1174.7437086105347,8.229067189618945
29,0.996875,1216.8680109977722,8.435524916276336
30,0.994375,1258.620792388916,8.238423690199852
31,0.9975,1300.0255947113037,8.62619229964912
32,0.994375,1341.5693867206573,8.307561738416553
33,0.9925,1382.7336246967316,8.317463094368577
34,0.99625,1425.0473635196686,8.630045585334301
35,0.9975,1466.7228875160217,8.638966303318739
36,0.995,1507.544298171997,8.330947268754244
37,0.99375,1549.8471496105194,8.713687600567937
38,0.998125,1593.196682214737,8.806053018197417
39,0.99875,1634.8803334236145,8.242059469223022
40,0.99375,1676.903697013855,8.530086979269981
41,0.994375,1718.656608581543,8.652131240814924
42,0.995,1759.8873083591461,8.468660602346063
43,0.994375,1801.7979221343994,8.620882017537951
44,0.99625,1843.2197487354279,8.481214955449104
45,0.991875,1884.8869643211365,8.901277581229806
46,0.99625,1926.5692138671875,8.439962405711412
47,0.995,1967.9033167362213,8.361429337412119
48,0.99625,2009.3740355968475,8.370082238689065
49,0.99875,2050.5783734321594,8.493168458342552
50,0.995,2092.118622779846,8.487346114590764
